gene	uniprot
HGD76_15345	A0A6H2C2W7
HGD76_17390	A0A6H2C2W9
HGD76_20405	A0A6H2C2X6
HGD76_17440	A0A6H2C2X9
HGD76_16430	A0A6H2C2Y3
HGD76_20460	A0A6H2C2Y7
HGD76_17335	A0A6H2C2Z3
HGD76_17385	A0A6H2C303
HGD76_15610	A0A6H2C306
HGD76_20610	A0A6H2C309
HGD76_15320	A0A6H2C311
HGD76_17435	A0A6H2C313
HGD76_17730	A0A6H2C328
HGD76_18960	A0A6H2C339
HGD76_20790	A0A6H2C340
HGD76_17895	A0A6H2C348
HGD76_18595	A0A6H2C353
HGD76_15970	A0A6H2C366
HGD76_20965	A0A6H2C368
HGD76_16020	A0A6H2C375
HGD76_18145	A0A6H2C387
HGD76_21060	A0A6H2C388
HGD76_17965	A0A6H2C394
HGD76_19315	A0A6H2C3A1
HGD76_21170	A0A6H2C3A8
HGD76_19545	A0A6H2C3E2
HGD76_16460	A0A6H2C3E5
HGD76_17375	A0A6H2C3E7
HGD76_19180	A0A6H2C3F4
HGD76_21475	A0A6H2C3F9
HGD76_18650	A0A6H2C3G4
HGD76_16370	A0A6H2C3H8
HGD76_16435	A0A6H2C3I9
HGD76_18580	A0A6H2C3K0
HGD76_19470	A0A6H2C3K1
HGD76_18875	A0A6H2C3K4
HGD76_18645	A0A6H2C3K9
HGD76_16935	A0A6H2C3M5
HGD76_18310	A0A6H2C3P2
HGD76_21960	A0A6H2C3P3
HGD76_18010	A0A6H2C3P5
HGD76_17060	A0A6H2C3P6
HGD76_19750	A0A6H2C3Q0
HGD76_18380	A0A6H2C3Q2
HGD76_18920	A0A6H2C3Q8
HGD76_20355	A0A6H2C3S9
HGD76_19340	A0A6H2C3T4
HGD76_22270	A0A6H2C3U3
HGD76_19405	A0A6H2C3U4
HGD76_17095	A0A6H2C3U7
HGD76_17460	A0A6H2C3W6
HGD76_18510	A0A6H2C3X5
HGD76_20235	A0A6H2C3Y0
HGD76_19335	A0A6H2C3Y1
HGD76_22500	A0A6H2C3Y4
HGD76_20285	A0A6H2C3Z0
HGD76_18635	A0A6H2C3Z5
HGD76_20765	A0A6H2C3Z6
HGD76_17380	A0A6H2C3Z7
HGD76_18955	A0A6H2C402
HGD76_22625	A0A6H2C403
HGD76_18805	A0A6H2C425
HGD76_17545	A0A6H2C428
HGD76_19135	A0A6H2C431
HGD76_20510	A0A6H2C432
HGD76_19680	A0A6H2C437
HGD76_19735	A0A6H2C445
HGD76_17720	A0A6H2C458
HGD76_19305	A0A6H2C462
HGD76_21180	A0A6H2C465
HGD76_19020	A0A6H2C466
HGD76_17785	A0A6H2C467
HGD76_19085	A0A6H2C476
HGD76_23075	A0A6H2C479
HGD76_20800	A0A6H2C481
HGD76_19435	A0A6H2C482
HGD76_21365	A0A6H2C496
HGD76_19320	A0A6H2C4B3
HGD76_18135	A0A6H2C4B6
HGD76_19390	A0A6H2C4C2
HGD76_23380	A0A6H2C4C8
HGD76_21595	A0A6H2C4D5
HGD76_20270	A0A6H2C4D7
HGD76_18610	A0A6H2C4F0
HGD76_19550	A0A6H2C4F3
HGD76_19610	A0A6H2C4G3
HGD76_23605	A0A6H2C4G5
HGD76_20660	A0A6H2C4H0
HGD76_19665	A0A6H2C4H3
HGD76_21820	A0A6H2C4H4
HGD76_21465	A0A6H2C4J1
HGD76_18890	A0A6H2C4J9
HGD76_20960	A0A6H2C4M3
HGD76_22105	A0A6H2C4M5
HGD76_22245	A0A6H2C4P4
HGD76_24110	A0A6H2C4P6
HGD76_21800	A0A6H2C4Q3
HGD76_20465	A0A6H2C4R0
HGD76_21020	A0A6H2C4R6
HGD76_21910	A0A6H2C4S3
HGD76_20580	A0A6H2C4T0
HGD76_20310	A0A6H2C4T2
HGD76_19150	A0A6H2C4T7
HGD76_19425	A0A6H2C4T8
HGD76_24345	A0A6H2C4T9
HGD76_21385	A0A6H2C4U1
HGD76_22525	A0A6H2C4U4
HGD76_19475	A0A6H2C4U7
HGD76_22600	A0A6H2C4V4
HGD76_00225	A0A6H2C4V5
HGD76_20475	A0A6H2C4W3
HGD76_21505	A0A6H2C4W4
HGD76_21325	A0A6H2C4W6
HGD76_19330	A0A6H2C4W8
HGD76_01460	A0A6H2C4X8
HGD76_20590	A0A6H2C4Y3
HGD76_21440	A0A6H2C4Y5
HGD76_01905	A0A6H2C4Y9
HGD76_02900	A0A6H2C4Z8
HGD76_03295	A0A6H2C504
HGD76_21555	A0A6H2C506
HGD76_19815	A0A6H2C507
HGD76_20770	A0A6H2C513
HGD76_03905	A0A6H2C514
HGD76_21615	A0A6H2C515
HGD76_21120	A0A6H2C519
HGD76_23025	A0A6H2C520
HGD76_04815	A0A6H2C525
HGD76_20880	A0A6H2C531
HGD76_05180	A0A6H2C536
HGD76_19840	A0A6H2C552
HGD76_06525	A0A6H2C555
HGD76_21835	A0A6H2C556
HGD76_21305	A0A6H2C558
HGD76_23255	A0A6H2C559
HGD76_22835	A0A6H2C575
HGD76_23390	A0A6H2C579
HGD76_21185	A0A6H2C580
HGD76_22145	A0A6H2C584
HGD76_22000	A0A6H2C585
HGD76_23510	A0A6H2C598
HGD76_21315	A0A6H2C5A0
HGD76_22265	A0A6H2C5A2
HGD76_10505	A0A6H2C5A3
HGD76_20395	A0A6H2C5A7
HGD76_21370	A0A6H2C5A9
HGD76_23060	A0A6H2C5B4
HGD76_21490	A0A6H2C5C9
HGD76_14325	A0A6H2C5D9
HGD76_21665	A0A6H2C5F8
HGD76_15365	A0A6H2C5F9
HGD76_22490	A0A6H2C5G4
HGD76_23430	A0A6H2C5H3
HGD76_22615	A0A6H2C5I4
HGD76_21980	A0A6H2C5I6
HGD76_23610	A0A6H2C5K4
HGD76_20775	A0A6H2C5L2
HGD76_21990	A0A6H2C5L9
HGD76_20835	A0A6H2C5M2
HGD76_18605	A0A6H2C5M4
HGD76_22060	A0A6H2C5M9
HGD76_21165	A0A6H2C5N6
HGD76_20950	A0A6H2C5P3
HGD76_22970	A0A6H2C5P5
HGD76_22355	A0A6H2C5P8
HGD76_23170	A0A6H2C5Q0
HGD76_22190	A0A6H2C5Q1
HGD76_23910	A0A6H2C5Q2
HGD76_22410	A0A6H2C5Q7
HGD76_22315	A0A6H2C5S2
HGD76_21190	A0A6H2C5T2
HGD76_22595	A0A6H2C5T7
HGD76_21470	A0A6H2C5T8
HGD76_21520	A0A6H2C5U8
HGD76_23475	A0A6H2C5V0
HGD76_21320	A0A6H2C5V1
HGD76_03655	A0A6H2C5V6
HGD76_23530	A0A6H2C5W0
HGD76_23470	A0A6H2C5X3
HGD76_22850	A0A6H2C5X5
HGD76_24410	A0A6H2C5Y5
HGD76_22725	A0A6H2C5Y8
HGD76_23590	A0A6H2C5Z2
HGD76_22800	A0A6H2C5Z9
HGD76_06905	A0A6H2C604
HGD76_00845	A0A6H2C605
HGD76_08135	A0A6H2C612
HGD76_21915	A0A6H2C616
HGD76_23140	A0A6H2C623
HGD76_22020	A0A6H2C638
HGD76_21885	A0A6H2C660
HGD76_04635	A0A6H2C663
HGD76_23385	A0A6H2C664
HGD76_21945	A0A6H2C670
HGD76_23570	A0A6H2C691
HGD76_06610	A0A6H2C693
HGD76_23625	A0A6H2C6A1
HGD76_23460	A0A6H2C6A6
HGD76_22255	A0A6H2C6B9
HGD76_16030	A0A6H2C6C0
HGD76_22585	A0A6H2C6C5
HGD76_01215	A0A6H2C6C9
HGD76_16580	A0A6H2C6D0
HGD76_22305	A0A6H2C6D3
HGD76_23875	A0A6H2C6D9
HGD76_22705	A0A6H2C6E5
HGD76_18340	A0A6H2C6F7
HGD76_13355	A0A6H2C6H1
HGD76_23815	A0A6H2C6H4
HGD76_24130	A0A6H2C6H5
HGD76_20710	A0A6H2C6I7
HGD76_24235	A0A6H2C6J4
HGD76_22665	A0A6H2C6J8
HGD76_15245	A0A6H2C6K1
HGD76_23995	A0A6H2C6K4
HGD76_22735	A0A6H2C6K9
HGD76_16365	A0A6H2C6M0
HGD76_24430	A0A6H2C6M4
HGD76_22865	A0A6H2C6M9
HGD76_17445	A0A6H2C6N9
HGD76_09585	A0A6H2C6P9
HGD76_24385	A0A6H2C6R4
HGD76_23095	A0A6H2C6R9
HGD76_13185	A0A6H2C6T9
HGD76_23265	A0A6H2C6V0
HGD76_01665	A0A6H2C6V4
HGD76_23680	A0A6H2C6V5
HGD76_23865	A0A6H2C6Y6
HGD76_08055	A0A6H2C6Z1
HGD76_04950	A0A6H2C703
HGD76_06280	A0A6H2C722
HGD76_10035	A0A6H2C727
HGD76_08140	A0A6H2C742
HGD76_24225	A0A6H2C743
HGD76_09395	A0A6H2C762
HGD76_24340	A0A6H2C763
HGD76_13640	A0A6H2C767
HGD76_11520	A0A6H2C795
HGD76_23810	A0A6H2C796
HGD76_02830	A0A6H2C7C2
HGD76_14450	A0A6H2C7C4
HGD76_00085	A0A6H2C7E0
HGD76_18800	A0A6H2C7F7
HGD76_03845	A0A6H2C7J6
HGD76_06335	A0A6H2C7N7
HGD76_14310	A0A6H2C7S1
HGD76_24615	A0A6H2C7S7
HGD76_24710	A0A6H2C7W8
HGD76_14955	A0A6H2C7Z3
HGD76_15640	A0A6H2C803
HGD76_20515	A0A6H2C822
HGD76_21920	A0A6H2C842
HGD76_24365	A0A6H2C879
HGD76_18280	E3VX88
HGD76_05225	E3VX97
HGD76_00185	A0A6H2BT97
HGD76_00875	A0A6H2BTA4
HGD76_03125	A0A6H2BTA7
HGD76_04915	A0A6H2BTB4
HGD76_07085	A0A6H2BTB7
HGD76_07430	A0A6H2BTC4
HGD76_01600	A0A6H2BTC6
HGD76_11795	A0A6H2BTD3
HGD76_13465	A0A6H2BTD6
HGD76_16550	A0A6H2BTE3
HGD76_20425	A0A6H2BTE5
HGD76_21205	A0A6H2BTF3
HGD76_23065	A0A6H2BTF5
HGD76_24425	A0A6H2BTG4
HGD76_00125	A0A6H2BTH6
HGD76_00195	A0A6H2BTJ4
HGD76_00255	A0A6H2BTJ7
HGD76_00290	A0A6H2BTK4
HGD76_00340	A0A6H2BTK7
HGD76_00360	A0A6H2BTL5
HGD76_00410	A0A6H2BTL7
HGD76_00425	A0A6H2BTM5
HGD76_00475	A0A6H2BTM6
HGD76_00535	A0A6H2BTN6
HGD76_00600	A0A6H2BTP6
HGD76_00675	A0A6H2BTQ4
HGD76_00615	A0A6H2BTQ6
HGD76_00690	A0A6H2BTR3
HGD76_00725	A0A6H2BTR6
HGD76_00740	A0A6H2BTS2
HGD76_00775	A0A6H2BTS6
HGD76_00795	A0A6H2BTT3
HGD76_00835	A0A6H2BTT6
HGD76_00920	A0A6H2BTV3
HGD76_00960	A0A6H2BTV6
HGD76_00975	A0A6H2BTW1
HGD76_01020	A0A6H2BTW6
HGD76_01035	A0A6H2BTX3
HGD76_01085	A0A6H2BTX6
HGD76_01110	A0A6H2BTY1
HGD76_01150	A0A6H2BTY6
HGD76_01180	A0A6H2BTZ1
HGD76_01260	A0A6H2BU01
HGD76_01295	A0A6H2BU06
HGD76_01310	A0A6H2BU10
HGD76_01380	A0A6H2BU20
HGD76_01490	A0A6H2BU39
HGD76_01525	A0A6H2BU47
HGD76_01540	A0A6H2BU49
HGD76_01580	A0A6H2BU59
HGD76_01645	A0A6H2BU68
HGD76_00575	A0A6H2BU70
HGD76_01710	A0A6H2BU78
HGD76_01730	A0A6H2BU81
HGD76_01850	A0A6H2BU97
HGD76_01865	A0A6H2BUA3
HGD76_01935	A0A6H2BUB3
HGD76_02035	A0A6H2BUB5
HGD76_01990	A0A6H2BUC3
HGD76_05460	A0A6H2BUC5
HGD76_07825	A0A6H2BUD3
HGD76_02095	A0A6H2BUD9
HGD76_12375	A0A6H2BUE2
HGD76_02135	A0A6H2BUE5
HGD76_02175	A0A6H2BUE9
HGD76_19165	A0A6H2BUF2
HGD76_02190	A0A6H2BUF4
HGD76_02240	A0A6H2BUF8
HGD76_21700	A0A6H2BUG1
HGD76_02300	A0A6H2BUG8
HGD76_00260	A0A6H2BUG9
HGD76_00015	A0A6H2BUH2
HGD76_02315	A0A6H2BUH4
HGD76_02355	A0A6H2BUH8
HGD76_03865	A0A6H2BUH9
HGD76_02375	A0A6H2BUI4
HGD76_02415	A0A6H2BUI7
HGD76_07145	A0A6H2BUI8
HGD76_00150	A0A6H2BUJ2
HGD76_02435	A0A6H2BUJ4
HGD76_02480	A0A6H2BUJ7
HGD76_09380	A0A6H2BUJ8
HGD76_00215	A0A6H2BUK2
HGD76_02535	A0A6H2BUK7
HGD76_15965	A0A6H2BUK8
HGD76_02555	A0A6H2BUL4
HGD76_20500	A0A6H2BUL7
HGD76_02615	A0A6H2BUM3
HGD76_02595	A0A6H2BUM4
HGD76_23400	A0A6H2BUM7
HGD76_00440	A0A6H2BUN1
HGD76_02680	A0A6H2BUN2
HGD76_02665	A0A6H2BUN5
HGD76_00050	A0A6H2BUN7
HGD76_02715	A0A6H2BUP2
HGD76_02740	A0A6H2BUP3
HGD76_00130	A0A6H2BUP7
HGD76_02935	A0A6H2BUP8
HGD76_02780	A0A6H2BUQ1
HGD76_00180	A0A6H2BUQ7
HGD76_06695	A0A6H2BUQ8
HGD76_00625	A0A6H2BUR2
HGD76_02855	A0A6H2BUR5
HGD76_08850	A0A6H2BUR7
HGD76_00270	A0A6H2BUR8
HGD76_00700	A0A6H2BUS3
HGD76_02920	A0A6H2BUS5
HGD76_00345	A0A6H2BUS7
HGD76_13445	A0A6H2BUS8
HGD76_02975	A0A6H2BUT1
HGD76_00750	A0A6H2BUT3
HGD76_20075	A0A6H2BUT6
HGD76_03000	A0A6H2BUT7
HGD76_00415	A0A6H2BUT8
HGD76_03045	A0A6H2BUU1
HGD76_00805	A0A6H2BUU3
HGD76_22730	A0A6H2BUU5
HGD76_03060	A0A6H2BUU6
HGD76_00485	A0A6H2BUU8
HGD76_03095	A0A6H2BUV1
HGD76_00865	A0A6H2BUV3
HGD76_03135	A0A6H2BUV7
HGD76_00545	A0A6H2BUV8
HGD76_03170	A0A6H2BUW1
HGD76_02905	A0A6H2BUW2
HGD76_00115	A0A6H2BUW5
HGD76_03185	A0A6H2BUW7
HGD76_00605	A0A6H2BUW8
HGD76_00985	A0A6H2BUX3
HGD76_06330	A0A6H2BUX4
HGD76_00680	A0A6H2BUX8
HGD76_08835	A0A6H2BUY1
HGD76_01045	A0A6H2BUY2
HGD76_03315	A0A6H2BUY5
HGD76_00250	A0A6H2BUY6
HGD76_13350	A0A6H2BUZ0
HGD76_01120	A0A6H2BUZ1
HGD76_03350	A0A6H2BUZ4
HGD76_01195	A0A6H2BUZ8
HGD76_00780	A0A6H2BUZ9
HGD76_19855	A0A6H2BV00
HGD76_03400	A0A6H2BV02
HGD76_00405	A0A6H2BV06
HGD76_01270	A0A6H2BV08
HGD76_00840	A0A6H2BV09
HGD76_22350	A0A6H2BV10
HGD76_03455	A0A6H2BV13
HGD76_03475	A0A6H2BV15
HGD76_00470	A0A6H2BV16
HGD76_00910	A0A6H2BV18
HGD76_03510	A0A6H2BV23
HGD76_03545	A0A6H2BV25
HGD76_00530	A0A6H2BV26
HGD76_00965	A0A6H2BV28
HGD76_01390	A0A6H2BV29
HGD76_04990	A0A6H2BV30
HGD76_00110	A0A6H2BV32
HGD76_03585	A0A6H2BV33
HGD76_03635	A0A6H2BV35
HGD76_00595	A0A6H2BV36
HGD76_01025	A0A6H2BV37
HGD76_07805	A0A6H2BV41
HGD76_03680	A0A6H2BV43
HGD76_03695	A0A6H2BV45
HGD76_00660	A0A6H2BV46
HGD76_01500	A0A6H2BV47
HGD76_12040	A0A6H2BV50
HGD76_02590	A0A6H2BV51
HGD76_00245	A0A6H2BV52
HGD76_03730	A0A6H2BV53
HGD76_03745	A0A6H2BV55
HGD76_01550	A0A6H2BV57
HGD76_01155	A0A6H2BV59
HGD76_18735	A0A6H2BV60
HGD76_05845	A0A6H2BV61
HGD76_00320	A0A6H2BV62
HGD76_00770	A0A6H2BV65
HGD76_01615	A0A6H2BV67
HGD76_01240	A0A6H2BV69
HGD76_21545	A0A6H2BV70
HGD76_00400	A0A6H2BV71
HGD76_08290	A0A6H2BV73
HGD76_00830	A0A6H2BV75
HGD76_03870	A0A6H2BV76
HGD76_01300	A0A6H2BV77
HGD76_01675	A0A6H2BV78
HGD76_00465	A0A6H2BV81
HGD76_03930	A0A6H2BV82
HGD76_12885	A0A6H2BV83
HGD76_03950	A0A6H2BV85
HGD76_00890	A0A6H2BV86
HGD76_01360	A0A6H2BV88
HGD76_01750	A0A6H2BV89
HGD76_00525	A0A6H2BV91
HGD76_19325	A0A6H2BV93
HGD76_04000	A0A6H2BV95
HGD76_00955	A0A6H2BV98
HGD76_00145	A0A6H2BV99
HGD76_01815	A0A6H2BVA0
HGD76_22030	A0A6H2BVA1
HGD76_00590	A0A6H2BVA2
HGD76_04035	A0A6H2BVA3
HGD76_04050	A0A6H2BVA5
HGD76_01010	A0A6H2BVA7
HGD76_01480	A0A6H2BVA8
HGD76_01875	A0A6H2BVA9
HGD76_00210	A0A6H2BVB0
HGD76_00655	A0A6H2BVB1
HGD76_04090	A0A6H2BVB3
HGD76_01075	A0A6H2BVB8
HGD76_01950	A0A6H2BVB9
HGD76_00295	A0A6H2BVC0
HGD76_00715	A0A6H2BVC1
HGD76_00100	A0A6H2BVC2
HGD76_04155	A0A6H2BVC3
HGD76_04175	A0A6H2BVC4
HGD76_01145	A0A6H2BVC8
HGD76_02000	A0A6H2BVC9
HGD76_00370	A0A6H2BVD0
HGD76_04210	A0A6H2BVD1
HGD76_00155	A0A6H2BVD2
HGD76_04225	A0A6H2BVD5
HGD76_02070	A0A6H2BVD7
HGD76_01225	A0A6H2BVD9
HGD76_00435	A0A6H2BVE0
HGD76_00220	A0A6H2BVE2
HGD76_00825	A0A6H2BVE4
HGD76_04285	A0A6H2BVE5
HGD76_01715	A0A6H2BVE7
HGD76_02150	A0A6H2BVE8
HGD76_01290	A0A6H2BVE9
HGD76_00500	A0A6H2BVF0
HGD76_04335	A0A6H2BVF3
HGD76_00885	A0A6H2BVF4
HGD76_04350	A0A6H2BVF5
HGD76_01790	A0A6H2BVF6
HGD76_02205	A0A6H2BVF8
HGD76_01350	A0A6H2BVF9
HGD76_00570	A0A6H2BVG0
HGD76_00950	A0A6H2BVG3
HGD76_01855	A0A6H2BVG6
HGD76_04400	A0A6H2BVG7
HGD76_02270	A0A6H2BVG8
HGD76_01415	A0A6H2BVG9
HGD76_00450	A0A6H2BVH1
HGD76_01005	A0A6H2BVH2
HGD76_04440	A0A6H2BVH3
HGD76_01925	A0A6H2BVH5
HGD76_04455	A0A6H2BVH7
HGD76_02325	A0A6H2BVH9
HGD76_00510	A0A6H2BVI0
HGD76_04490	A0A6H2BVI2
HGD76_01070	A0A6H2BVI3
HGD76_01980	A0A6H2BVI5
HGD76_00695	A0A6H2BVI6
HGD76_04510	A0A6H2BVI7
HGD76_02385	A0A6H2BVI8
HGD76_01520	A0A6H2BVI9
HGD76_00580	A0A6H2BVJ0
HGD76_04555	A0A6H2BVJ1
HGD76_01135	A0A6H2BVJ2
HGD76_00745	A0A6H2BVJ5
HGD76_02050	A0A6H2BVJ6
HGD76_04575	A0A6H2BVJ7
HGD76_01570	A0A6H2BVJ8
HGD76_02445	A0A6H2BVJ9
HGD76_04610	A0A6H2BVK1
HGD76_00800	A0A6H2BVK5
HGD76_02115	A0A6H2BVK6
HGD76_04630	A0A6H2BVK7
HGD76_02510	A0A6H2BVK8
HGD76_01640	A0A6H2BVK9
HGD76_00705	A0A6H2BVL0
HGD76_04675	A0A6H2BVL2
HGD76_00860	A0A6H2BVL4
HGD76_02180	A0A6H2BVL5
HGD76_00395	A0A6H2BVL6
HGD76_01705	A0A6H2BVL8
HGD76_02565	A0A6H2BVL9
HGD76_00755	A0A6H2BVM0
HGD76_04730	A0A6H2BVM3
HGD76_00925	A0A6H2BVM4
HGD76_03915	A0A6H2BVM5
HGD76_02245	A0A6H2BVM6
HGD76_01780	A0A6H2BVM7
HGD76_04745	A0A6H2BVM8
HGD76_00810	A0A6H2BVN0
HGD76_00980	A0A6H2BVN4
HGD76_02305	A0A6H2BVN5
HGD76_01845	A0A6H2BVN6
HGD76_07405	A0A6H2BVN7
HGD76_02690	A0A6H2BVN9
HGD76_00870	A0A6H2BVP0
HGD76_04850	A0A6H2BVP3
HGD76_01040	A0A6H2BVP4
HGD76_01900	A0A6H2BVP5
HGD76_11135	A0A6H2BVP6
HGD76_02365	A0A6H2BVP7
HGD76_04865	A0A6H2BVP8
HGD76_01515	A0A6H2BVQ1
HGD76_02425	A0A6H2BVQ3
HGD76_04910	A0A6H2BVQ4
HGD76_01970	A0A6H2BVQ5
HGD76_16140	A0A6H2BVQ6
HGD76_01115	A0A6H2BVQ7
HGD76_04940	A0A6H2BVQ8
HGD76_00990	A0A6H2BVR0
HGD76_01565	A0A6H2BVR1
HGD76_02485	A0A6H2BVR3
HGD76_02040	A0A6H2BVR4
HGD76_04985	A0A6H2BVR5
HGD76_21015	A0A6H2BVR6
HGD76_01190	A0A6H2BVR7
HGD76_05005	A0A6H2BVR8
HGD76_01050	A0A6H2BVR9
HGD76_01635	A0A6H2BVS0
HGD76_02865	A0A6H2BVS1
HGD76_23845	A0A6H2BVS5
HGD76_01265	A0A6H2BVS7
HGD76_05065	A0A6H2BVS8
HGD76_01695	A0A6H2BVS9
HGD76_01125	A0A6H2BVT0
HGD76_02930	A0A6H2BVT1
HGD76_02600	A0A6H2BVT2
HGD76_02170	A0A6H2BVT4
HGD76_01315	A0A6H2BVT5
HGD76_02890	A0A6H2BVT6
HGD76_05130	A0A6H2BVT8
HGD76_01775	A0A6H2BVU0
HGD76_02670	A0A6H2BVU2
HGD76_05165	A0A6H2BVU3
HGD76_01385	A0A6H2BVU4
HGD76_02230	A0A6H2BVU5
HGD76_06300	A0A6H2BVU6
HGD76_00135	A0A6H2BVU7
HGD76_05185	A0A6H2BVU8
HGD76_02720	A0A6H2BVV0
HGD76_01840	A0A6H2BVV2
HGD76_01275	A0A6H2BVV3
HGD76_00190	A0A6H2BVV4
HGD76_05235	A0A6H2BVV5
HGD76_02290	A0A6H2BVV6
HGD76_08295	A0A6H2BVV7
HGD76_03145	A0A6H2BVV8
HGD76_05260	A0A6H2BVV9
HGD76_02785	A0A6H2BVW1
HGD76_01495	A0A6H2BVW2
HGD76_01895	A0A6H2BVW3
HGD76_01325	A0A6H2BVW4
HGD76_13225	A0A6H2BVW6
HGD76_02350	A0A6H2BVW7
HGD76_03200	A0A6H2BVW8
HGD76_05315	A0A6H2BVW9
HGD76_00350	A0A6H2BVX0
HGD76_02845	A0A6H2BVX1
HGD76_01965	A0A6H2BVX2
HGD76_19670	A0A6H2BVX4
HGD76_05350	A0A6H2BVX5
HGD76_05365	A0A6H2BVX7
HGD76_03265	A0A6H2BVX8
HGD76_00420	A0A6H2BVX9
HGD76_01395	A0A6H2BVY1
HGD76_01610	A0A6H2BVY2
HGD76_02020	A0A6H2BVY3
HGD76_22050	A0A6H2BVY4
HGD76_02465	A0A6H2BVY6
HGD76_00490	A0A6H2BVY8
HGD76_02980	A0A6H2BVY9
HGD76_01670	A0A6H2BVZ1
HGD76_03325	A0A6H2BVZ3
HGD76_00025	A0A6H2BVZ4
HGD76_05515	A0A6H2BVZ5
HGD76_02530	A0A6H2BVZ6
HGD76_05530	A0A6H2BVZ7
HGD76_03050	A0A6H2BVZ8
HGD76_03375	A0A6H2BVZ9
HGD76_01740	A0A6H2BW00
HGD76_00550	A0A6H2BW01
HGD76_01505	A0A6H2BW02
HGD76_00105	A0A6H2BW04
HGD76_05565	A0A6H2BW05
HGD76_02585	A0A6H2BW06
HGD76_01810	A0A6H2BW09
HGD76_03430	A0A6H2BW10
HGD76_01555	A0A6H2BW11
HGD76_02220	A0A6H2BW12
HGD76_00610	A0A6H2BW13
HGD76_05620	A0A6H2BW14
HGD76_02660	A0A6H2BW17
HGD76_01620	A0A6H2BW18
HGD76_03175	A0A6H2BW19
HGD76_03485	A0A6H2BW20
HGD76_01870	A0A6H2BW21
HGD76_02285	A0A6H2BW22
HGD76_00685	A0A6H2BW23
HGD76_05680	A0A6H2BW24
HGD76_00240	A0A6H2BW25
HGD76_05695	A0A6H2BW26
HGD76_03245	A0A6H2BW28
HGD76_02710	A0A6H2BW30
HGD76_01945	A0A6H2BW31
HGD76_02340	A0A6H2BW32
HGD76_00735	A0A6H2BW33
HGD76_05740	A0A6H2BW34
HGD76_01755	A0A6H2BW36
HGD76_03645	A0A6H2BW37
HGD76_05760	A0A6H2BW39
HGD76_01995	A0A6H2BW40
HGD76_02775	A0A6H2BW41
HGD76_00390	A0A6H2BW45
HGD76_03705	A0A6H2BW46
HGD76_01820	A0A6H2BW47
HGD76_05835	A0A6H2BW49
HGD76_02065	A0A6H2BW50
HGD76_02835	A0A6H2BW51
HGD76_02460	A0A6H2BW52
HGD76_00460	A0A6H2BW54
HGD76_03760	A0A6H2BW55
HGD76_05875	A0A6H2BW56
HGD76_01880	A0A6H2BW57
HGD76_03405	A0A6H2BW58
HGD76_00915	A0A6H2BW61
HGD76_02525	A0A6H2BW63
HGD76_00515	A0A6H2BW65
HGD76_03815	A0A6H2BW66
HGD76_01955	A0A6H2BW67
HGD76_00970	A0A6H2BW69
HGD76_02195	A0A6H2BW70
HGD76_02580	A0A6H2BW71
HGD76_02965	A0A6H2BW73
HGD76_06005	A0A6H2BW74
HGD76_03885	A0A6H2BW77
HGD76_03515	A0A6H2BW78
HGD76_01030	A0A6H2BW79
HGD76_02655	A0A6H2BW80
HGD76_02265	A0A6H2BW81
HGD76_03030	A0A6H2BW82
HGD76_06030	A0A6H2BW83
HGD76_06070	A0A6H2BW84
HGD76_03960	A0A6H2BW87
HGD76_03595	A0A6H2BW88
HGD76_01105	A0A6H2BW89
HGD76_02705	A0A6H2BW90
HGD76_06120	A0A6H2BW91
HGD76_02320	A0A6H2BW92
HGD76_03090	A0A6H2BW93
HGD76_02155	A0A6H2BW94
HGD76_00710	A0A6H2BW96
HGD76_03685	A0A6H2BW97
HGD76_04010	A0A6H2BW98
HGD76_01175	A0A6H2BW99
HGD76_02770	A0A6H2BWA0
HGD76_06170	A0A6H2BWA1
HGD76_02380	A0A6H2BWA2
HGD76_06215	A0A6H2BWA5
HGD76_00760	A0A6H2BWA6
HGD76_03735	A0A6H2BWA8
HGD76_06235	A0A6H2BWA9
HGD76_04060	A0A6H2BWB0
HGD76_01255	A0A6H2BWB1
HGD76_02440	A0A6H2BWB2
HGD76_06285	A0A6H2BWB4
HGD76_02275	A0A6H2BWB5
HGD76_00815	A0A6H2BWB6
HGD76_01305	A0A6H2BWB7
HGD76_06315	A0A6H2BWB8
HGD76_04120	A0A6H2BWC1
HGD76_02505	A0A6H2BWC3
HGD76_00880	A0A6H2BWC6
HGD76_01370	A0A6H2BWC7
HGD76_02955	A0A6H2BWC8
HGD76_03855	A0A6H2BWC9
HGD76_06375	A0A6H2BWD0
HGD76_04185	A0A6H2BWD1
HGD76_02560	A0A6H2BWD2
HGD76_02395	A0A6H2BWD5
HGD76_06425	A0A6H2BWD6
HGD76_06480	A0A6H2BWD8
HGD76_03935	A0A6H2BWE0
HGD76_03395	A0A6H2BWE1
HGD76_04240	A0A6H2BWE2
HGD76_02450	A0A6H2BWE4
HGD76_00995	A0A6H2BWE5
HGD76_03990	A0A6H2BWF0
HGD76_02685	A0A6H2BWF1
HGD76_01055	A0A6H2BWF4
HGD76_02515	A0A6H2BWF6
HGD76_03160	A0A6H2BWF9
HGD76_04040	A0A6H2BWG0
HGD76_04360	A0A6H2BWG1
HGD76_02745	A0A6H2BWG2
HGD76_03505	A0A6H2BWG3
HGD76_01590	A0A6H2BWG4
HGD76_01130	A0A6H2BWG5
