(+)-Limonene	CC1=CCC(CC1)C(=C)C
Calomide	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co+3]
Carbamoylphosphate	C(=O)(N)OP(=O)(O)O
Carboxybiotin-carboxyl-carrier protein	
Cbl	
Cd2+	[Cd+2]
Ceramide	CCCCCCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)C(CCCCCCCCCCCCCC)O)O
Chenodiol	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Chloramphenicol	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
Chloramphenicol 3-acetate	CC(=O)OCC(C(C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl
Chloroacetyl chloride	C(C(=O)Cl)Cl
Chlorophyll a	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(C4=O)C(=O)OC)C)C.[Mg+2]
Chlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]
Cholate	CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
Cholesterol	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
Choline	C[N+](C)(C)CCO
Chorismate	C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O
Ciliatine	C(CP(=O)(O)O)N
Citrate	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
Citronellate	CC(CCC=C(C)C)CC(=O)O
Citrulline	C(CC(C(=O)O)N)CNC(=O)N
Cl-	[Cl-]
Co2+	[Co+2]
CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
Cob(I)yrinate diamide	CC1=C2C(C(C([N-]2)(C3C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)N)CCC(=O)O.[Co]
Cobalt-precorrin 3	CC1=C2C(C(C(=CC3=NC(=CC4=NC(=C(C4CC(=O)O)CCC(=O)O)CC5=C(C(=C1[N-]5)CC(=O)O)CCC(=O)O)C(C3(C)CC(=O)O)CCC(=O)O)[N-]2)CCC(=O)O)(C)CC(=O)O.[Co+2]
Cobalt-precorrin 4	CC1C23C4=C(C(C(=N4)CC5=C(C(=C([N-]5)C=C6C(C(C(=N6)C=C([N-]2)C(C3(CC(=O)O1)C)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O.[Co+2]
Cobalt-precorrin 5	CC1C23C4=NC(=CC5=NC(CC6=C(C(C(=CC(=N2)C(C3(CC(=O)O1)C)CCC(=O)O)[N-]6)(C)CC(=O)O)CCC(=O)O)(C(=C5CCC(=O)O)CC(=O)O)C)C(C4CC(=O)O)(C)CCC(=O)O.[Co+2]
Cobalt-precorrin 5B	CC12CC3=C(C(C(=CC4=NC(=C5C(C(C(=N5)C=C([N-]1)C(=C2CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O)C(C4CCC(=O)O)(C)CC(=O)O)[N-]3)(C)CC(=O)O)CCC(=O)O.[Co+2]
Cobinamide	CC1=C2C(C(C([N-]2)C3(C(C(C(=N3)C(=C4C(C(C(=N4)C=C5C(C(C1=N5)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NCC(C)O.[Co+3]
Columbamine	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC
CoproporphyrinogenI	
CoproporphyrinogenIII	
Creatinine	CN1CC(=O)N=C1N
Crotonyl-CoA	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Cu2+	[Cu+2]
Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC4=[O+]C(=C(C=C34)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O
Cyanidin 3-glucoside 5-caffeoylglucoside	C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC4=[O+]C(=C(C=C34)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O)O
Cyanin	C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
Cyanuric acid	C1(=O)NC(=O)NC(=O)N1
Cycloartenol	CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C
Cyclohexanamine	C1CCC(CC1)N
Cyclohexanone	C1CCC(=O)CC1
Cyclopropylamine	C1CC1N
Cyromazine	C1CC1NC2=NC(=NC(=N2)N)N
Cys-Gly	C(C(C(=O)NCC(=O)O)N)S
Cystathionine	C(CSCC(C(=O)O)N)C(C(=O)O)N
Cytidine	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
Cytochrome c2+	
Cytochrome c3+	
Cytosine	C1=C(NC(=O)N=C1)N
D-3-Hydroxydodecanoyl-[acp]	CCCCCCCCCC(CC(=O)S)O
D-3-Hydroxyhexanoyl-[acp]	CCCC(CC(=O)S)O
D-Alanine	CC(C(=O)O)N
D-Arabinose	C(C(C(C(C=O)O)O)O)O
D-Erythritol 4-phosphate	C(C(C(COP(=O)(O)O)O)O)O
D-Erythrose4-phosphate	
D-Fructose	C1C(C(C(C(O1)(CO)O)O)O)O
D-Fructose 2,6-bisphosphate	C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O
D-Galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyl-R	
D-Galactosyl-1,4-beta-D-glucosyl-R	
D-Galacturonate	C1(C(C(OC(C1O)O)C(=O)O)O)O
D-Galacturonate 1-phosphate	C1(C(C(OC(C1O)OP(=O)(O)O)C(=O)O)O)O
D-Glucosamine phosphate	C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O
D-Glucosamine1-phosphate	
D-Glucose	C(C1C(C(C(C(O1)O)O)O)O)O
D-Glutamate	C(CC(=O)O)C(C(=O)O)N
D-Glyceraldehyde	C(C(C=O)O)O
D-Glycero-D-manno-heptose1-7-bisphosphate	
D-Glycero-D-manno-heptose1-phosphate	
D-Glycero-D-manno-heptose7-phosphate	
D-Lactate	CC(C(=O)O)O
D-Lysine	C(CCN)CC(C(=O)O)N
D-Lyxulose	C(C(C(C(=O)CO)O)O)O
D-Mannose1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
D-Mucic acid	C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O
D-Ribose	C1C(C(C(C(O1)O)O)O)O
D-Ribulose	C(C(C(C(=O)CO)O)O)O
D-Ribulose 1,5-bisphosphate	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O
D-Ribulose5-phosphate	
D-Tagatose 1,6-biphosphate	
D-Tagatose 6-phosphate	C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O
D-Xylulose5-phosphate	C(C(C(C(=O)CO)O)O)OP(=O)(O)O
D-erythro-3-Methylmalate	CC(C(C(=O)O)O)C(=O)O
D-erythro-imidazol-glycerol-phosphate	
D-fructose-1,6-bisphosphate	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O
D-fructose-1-phosphate	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O
D-fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O
D-glucose-6-phosphate	C(C(C(C(C(C=O)O)O)O)O)OP(=O)(O)O
D-mannose-6-phosphate	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
D-methylmalonyl-CoA	CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
DAHP	
DCVG	C(CC(=O)NC(CSC(=CCl)Cl)C(=O)NCC(=O)O)C(C(=O)O)N
DMAPP	CC(=CCOP(=O)(O)OP(=O)(O)O)C
DNA replication	
DPG	
Deacetoxyvindoline	CCC12CC(C3C4(C1N(CC4)CC=C2)C5=C(N3C)C=C(C=C5)OC)(C(=O)OC)O
Deamido-NAD	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O
Decanoate	CCCCCCCCCC(=O)[O-]
Decanoyl-ACP	
Delphin	C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O
Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC4=[O+]C(=C(C=C34)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C(=C6)O)O)O)O)O)O)O)O
Delphinidin 3-glucoside 5-caffoyl-glucoside	C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC4=[O+]C(=C(C=C34)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C(=C6)O)O)O)O)O)O)O)O)O
Deoxyadenosine	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
Deoxycholate	CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
Deoxycytidine	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O
Deoxyguanosine	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O
Deoxyinosine	C1C(C(OC1N2C=NC3=C2N=CNC3=O)CO)O
Deoxylimonate	CC1=C2CC(=O)OC(C2(CCC1C34COC(=O)CC3OC(C4CC(=O)O)(C)C)C)C5=COC=C5
Deoxylimononic acid D-ring-lactone	CC1=C2CC(=O)OC(C2(CCC1C3(C(C(OC3CC(=O)O)(C)C)CC(=O)O)CO)C)C4=COC=C4
Deoxyuridine	C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
Dephospho-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
Dethiobiotin	CC1C(NC(=O)N1)CCCCCC(=O)O
Dianteisoheptadecanoylphosphatidylethanolamine	
Dianteisoheptadecanoylphosphatidylglycerol	
Dianteisoheptadecanoylphosphatidylglycerophosphate	
Dianteisoheptadecanoylphosphatidylserine	
Dianteisopentadecanoylphosphatidylglycerophosphate	
Dichloromethane	C(Cl)Cl
Dihydrobiopterin	CC(C(C1=NC2=C(NC1)N=C(NC2=O)N)O)O
Dihydrofolate	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Dihydrolipoamide	C(CCC(=O)N)CC(CCS)S
Dihydrolipolprotein	
Dihydroneopterin	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(CO)O)O
Dihydropteroate	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)O
Diisoheptadecanoylphosphatidylethanolamine	
Diisoheptadecanoylphosphatidylglycerol	
Diisoheptadecanoylphosphatidylglycerophosphate	
Diisoheptadecanoylphosphatidylserine	
Diisohexadecanoylphosphatidylglycerophosphate	
Diisopentadecanoylphosphatidylglycerophosphate	
Diisotetradecanoylphosphatidylglycerophosphate	
Dimethylbenzimidazole	CC1=CC2=C(C=C1C)N=CN2
Divinyl chlorophyllide a	CC1C(C2=C3C(C(=O)C4=C3[N-]C(=C4C)C=C5C(=C(C(=N5)C=C6C(=C(C(=CC1=N2)[N-]6)C)C=C)C)C=C)C(=O)OC)CCC(=O)O.[Mg+2]
Divinylprotochlorophyllide	
Dodecanoyl-ACP	
Dolichyl phosphate	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)O
Dolichyl phosphate D-mannose	
Dopamine	C1=CC(=C(C=C1CCN)O)O
Doxifluridine	CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O
FAD	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
FADH2	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
FAICAR	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=O)C(=O)N
FMN	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
Farnesyldiphosphate	
Farnesylfarnesylgeraniol	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C
Fe2+	[Fe+2]
Fecosterol	CC(C)C(=C)CCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C
Ferricytochrome b5	
Ferrocytochrome b5	
Ferulaldehyde	COC1=C(C=CC(=C1)C=CC=O)O
Ferulate	COC1=C(C=CC(=C1)C=CC(=O)O)[O-]
Flavaprenin	CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C
Flavosativaside	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O
Folate	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
Formaldehyde	C=O
Formamide	C(=O)N
Formamidopyrimidine nucleoside triphosphate	C(C1C(C(C(O1)NC2=C(C(=O)NC(=N2)N)NC=O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
Formate	C(=O)[O-]
Fumarate	C(=CC(=O)[O-])C(=O)[O-]
GABA	C(CC(=O)O)CN
GAR	C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O
GD1a	
GD1b	
GD2	
GD3	[Gd]
GDP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
GDP-4-dehydro-D-rhamnose	CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O
GDP-L-fucose	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O
GDP-L-galactose	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N
GDP-L-gulose	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N
GDP-mannose	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N
GM1	
GM2	
GM3	
GMP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N
GQ1	
GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
GT1a	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)OC7(CC(C(C(O7)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC=O)O
GT1b	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OC2C(C(OC(C2O)OC3C(C(OC(C3O)CO)OC4C(OC(C(C4OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)[O-])O)NC(=O)CO)O)C(=O)[O-])O)OC7C(OC(C(C7O)O)OCC(CO)NC=O)CO)CO)NC(=O)C)CO)O)O
GTP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
Geranial	CC(=CCCC(=CC=O)C)C
Geranic acid	CC(=CCCC(=CC(=O)O)C)C
Geranyldiphosphate	
Geranylgeranyl diphosphate	CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C
Glucocerebroside	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)O
Glucose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
Glutathione episulfonium ion	C1C[S+]1CC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
Gly-Cys	C(C(C(=O)O)NC(=O)CN)S
Gly-Gln	C(CC(=O)N)C(C(=O)O)NC(=O)CN
Gly-Leu	CC(C)CC(C(=O)O)NC(=O)CN
Gly-Met	CSCCC(C(=O)O)NC(=O)CN
Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN
Gly-Tyr	C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O
Glyceraldehyde3-phosphate	
Glycerate	C(C(C(=O)[O-])O)O
Glycerol	C(C(CO)O)O
Glycerol-3-phosphate	C(C(COP(=O)(O)O)O)O
Glycerone	C(C(=O)CO)O
Glycerone-phosphate	C(C(=O)COP(=O)(O)O)O
Glycerophosphocholine	C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O
Glycerophosphoethanolamine	C(COP(=O)(O)OCC(CO)O)N
Glycerophosphoglycerol	C(C(COP(=O)(O)OCC(CO)O)O)O
Glycine	C(C(=O)O)N
Glycochenodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Glycocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
Glycocyamine	C(C(=O)O)N=C(N)N
Glycodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
Glycogen	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
Glycolaldehyde	C(C=O)O
Glycolate	C(C(=O)O)O
Glyoxalate	C(=O)C(=O)O
Guanidinoethyl methyl phosphate	COP(=O)(O)OCCN=C(N)N
Guanine	C1=NC2=C(N1)C(=O)NC(=N2)N
Guanosine	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N
Guanosine 3',5'-bis(diphosphate)	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N
Guanosine 5'-triphosphate,3'-diphosphate	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N
H+	[H+]
H2	[HH]
H2CO3	C(=O)(O)O
H2O	O
H2O2	OO
H2S	S
H2S2O3	OS(=O)(=S)O
HBr	Br
HCN	C#N
HMA	C1CCCN(CC1)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N
HMG-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C)(CC(=O)O)O)O
HYXN	
Heme	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2]
Hexadecenoyl-CoA	
Hexanoate	CCCCCC(=O)[O-]
Hexanoyl-ACP	
Hg2+	[Hg+2]
Histamine	C1=C(NC=N1)CCN
Holo-[carboxylase]	
Holo-[propionyl-CoA-carboxylase (ATP-hydrolysing)]	
Homocitrate	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O
Homocysteine	C(CS)C(C(=O)O)N
Homogentisate	C1=CC(=C(C=C1O)CC(=O)O)O
Hydroxymethylbilane	C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O
Hydroxypyruvate	C(C(=O)C(=O)O)O
IDP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
IMP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
ITP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
Icosanoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Imidazole acetaldehyde	C1=C(NC=N1)CC=O
Iminoaspartate	C(C(=N)C(=O)O)C(=O)O
Iminoglycine	C(=N)C(=O)O
Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O
Inosine	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
Inositol 1-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
Inositol 3,4-bisphosphate	C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O
Inositol 3-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
Inositol 4-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
Isobutyryl-CoA	CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Isochorismate	C=C(C(=O)[O-])OC1C=CC=C(C1O)C(=O)[O-]
Isocitrate	C(C(C(C(=O)O)O)C(=O)O)C(=O)O
Isocorypalmine	COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)OC
Isoheptadecanoylcardiolipin (B. subtilis)	
Isopentenyl-ADP	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)C
Isopentenyl-ATP	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C
Isopentenyldiphosphate	
Isovaleryl-CoA	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
K+	[K+]
KDO	C1C(C(C(OC1(C(=O)O)O)C(CO)O)O)O
KDO-lipid IV(A)	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
L-2-Amino-6-oxopimelate	C(CC(C(=O)O)N)CC(=O)C(=O)O
L-2-Lysophosphatidylethanolamine	
L-Alanine	CC(C(=O)O)N
L-Arabinose	C1C(C(C(C(O1)O)O)O)O
L-Arginine	C(CC(C(=O)O)N)CN=C(N)N
L-Argininosuccinate	C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O
L-Asparagine	C(C(C(=O)O)N)C(=O)N
L-Aspartate	C(C(C(=O)O)N)C(=O)O
L-Aspartate4-semialdehyde	
L-Cysteate	C(C(C(=O)[O-])N)S(=O)(=O)O
L-Cysteine	C(C(C(=O)O)N)S
L-Dopa	C1=CC(=C(C=C1CC(C(=O)O)N)O)O
L-Glutamate	C(CC(=O)O)C(C(=O)O)N
L-Glutamate1-semialdehyde	
L-Glutamate5-semialdehyde	
L-Glutamine	C(CC(=O)N)C(C(=O)O)N
L-Glutamyl 1-phosphate	C(CC(=O)O)C(C(=O)OP(=O)(O)O)N
L-Glutamyl 5-phosphate	C(CC(=O)OP(=O)(O)O)C(C(=O)O)N
L-Glutamyl-tRNA-Glu	
L-Histidinal	C1=C(NC=N1)CC(C=O)N
L-Histidine	C1=C(NC=N1)CC(C(=O)O)N
L-Histidinol	C1=C(NC=N1)CC(CO)N
L-Homoserine	C(CO)C(C(=O)O)N
L-Inositol	C1(C(C(C(C(C1O)O)O)O)O)O
L-Isoleucine	CCC(C)C(C(=O)O)N
L-Lactaldehyde	CC(C=O)O
L-Lactate	CC(C(=O)[O-])O
L-Leucine	CC(C)CC(C(=O)O)N
L-Lysine	C(CCN)CC(C(=O)O)N
L-Malate	C(C(C(=O)[O-])O)C(=O)[O-]
L-Methionine	CSCCC(C(=O)O)N
L-N2-(2-Carboxyethyl)arginine	C(CC(C(=O)O)NCCC(=O)O)CN=C(N)N
L-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)N
L-Proline	C1CC(NC1)C(=O)O
L-Rhamnulose 1-phosphate	CC(C(C(C(=O)COP(=O)(O)O)O)O)O
L-Ribulose	C(C(C(C(=O)CO)O)O)O
L-Serine	C(C(C(=O)O)N)O
L-Threonine	CC(C(C(=O)O)N)O
