(+)-Limonene	CC1=CCC(CC1)C(=C)C
cis-octadec-9-enoyl-coa	CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
dihomo gamma-linolenoyl-2-enoyl-CoA	CCCCCC=CCC=CCC=CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
gamma-Linolenoyl-CoA	CCCCCC=CCC=CCC=CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
	
Arachidic acid	CCCCCCCCCCCCCCCCCCCC(=O)O
10_Formyl_THF_L_glutamate	
10_Formyldihydrofolate	
10_Formyltetrahydrofolate	
10_methyl_3_hydroxy_dodecanoyl_ACP	
10_methyl_3_oxo_dodecanoyl_ACP	
10_methyl_3_oxo_undecanoyl_ACP	
10_methyl_dodecanoyl_ACP	
10_methyl_trans_dodec_2_enoyl_ACP	
10_methyl_trans_undec_2_enoyl_ACP	
10_methyl_undecanoyl_ACP	
11_methyl_3_hydroxy_dodecanoyl_ACP	
11_methyl_3_oxo_dodecanoyl_ACP	
11_methyl_dodecanoyl_ACP	
11_methyl_trans_dodec_2_enoyl_ACP	
12_methyl_3_hydroxy_tetra_decanoyl_ACP	
12_methyl_3_oxo_tetra_decanoyl_ACP	
12_methyl_3_oxo_tridecanoyl_ACP	
12_methyl_tetra_decanoyl_ACP	
12_methyl_trans_tetra_dec_2_enoyl_ACP	
12_methyl_trans_tridec_2_enoyl_ACP	
12_methyl_tridecanoyl_ACP	
131_Hydroxy_Mg_protoporphyrin_IX_13_monomethyl_ester	
131_Oxo_Mg_protoporphyrin_IX_13_monomethyl_ester	
13_methyl_3_hydroxy_tetra_decanoyl_ACP	
13_methyl_3_oxo_tetra_decanoyl_ACP	
13_methyl_tetra_decanoyl_ACP	
13_methyl_trans_tetra_dec_2_enoyl_ACP	
14_methyl_3_hydroxy_hexa_decanoyl_ACP	
14_methyl_3_oxo_hexa_decanoyl_ACP	
14_methyl_3_oxo_pentadecanoyl_ACP	
14_methyl_hexa_decanoyl_ACP	
14_methyl_pentadecanoyl_ACP	
14_methyl_trans_hexa_dec_2_enoyl_ACP	
14_methyl_trans_pentadec_2_enoyl_ACP	
15_methyl_3_hydroxy_hexa_decanoyl_ACP	
15_methyl_3_oxo_hexa_decanoyl_ACP	
15_methyl_hexa_decanoyl_ACP	
15_methyl_trans_hexa_dec_2_enoyl_ACP	
16_Methoxy_2_3_dihydro_3_hydroxytabersonine	
1F_beta_D_Fructosylsucrose	
1R_2S_Naphthalene_epoxide	
1R_Glutathionyl_2R_hydroxy_1_2_dihydronaphthalene	
1R_Hydroxy_2R_glutathionyl_1_2_dihydronaphthalene	
1S_2R_Naphthalene_epoxide	
1S_Hydroxy_2S_glutathionyl_1_2_dihydronaphthalene	
1_2_Dehydroreticuline	
1_2_Diacyl_sn_glycerol_didodecanoyl	
1_2_Diacyl_sn_glycerol_dihexadec_9_enoyl	
1_2_Diacyl_sn_glycerol_dihexadecanoyl	
1_2_Diacyl_sn_glycerol_dioctadec_11_enoyl	
1_2_Diacyl_sn_glycerol_dioctadecanoyl	
1_2_Diacyl_sn_glycerol_ditetradec_7_enoyl	
1_2_Diacyl_sn_glycerol_ditetradecanoyl	
1_2_Dianteisoheptadecanoyl_sn_glycerol	
1_2_Dianteisopentadecanoyl_sn_glycerol	
1_2_Dibromoethane	
1_2_Diisoheptadecanoyl_sn_glycerol	
1_2_Diisohexadecanoyl_sn_glycerol	
1_2_Diisopentadecanoyl_sn_glycerol	
1_2_Diisotetradecanoyl_sn_glycerol	
1_2_carboxyphenylamino_1_deoxyribulose_5_phosphate	
1_2_dianteisoheptadecanoyl_sn_glycerol_3_phosphate	
1_2_dianteisopentadecanoyl_sn_glycerol_3_phosphate	
1_2_didodecanoyl_sn_glycerol_3_phosphate	
1_2_dihexadec_9_enoyl_sn_glycerol_3_phosphate	
1_2_dihexadecanoyl_sn_glycerol_3_phosphate	
1_2_diisoheptadecanoyl_sn_glycerol_3_phosphate	
1_2_diisohexadecanoyl_sn_glycerol_3_phosphate	
1_2_diisopentadecanoyl_sn_glycerol_3_phosphate	
1_2_diisotetradecanoyl_sn_glycerol_3_phosphate	
1_2_dioctadec_11_enoyl_sn_glycerol_3_phosphate	
1_2_dioctadecanoyl_sn_glycerol_3_phosphate	
1_2_ditetradec_7_enoyl_sn_glycerol_3_phosphate	
1_2_ditetradecanoyl_sn_glycerol_3_phosphate	
1_3_Bisphospho_D_glycerate	
1_4_Dihydroxy_2_naphthoate	
1_4_Dihydroxy_2_naphthoyl_CoA	
1_Acyl_sn_glycero_3_phosphoethanolamine_dodecanoyl	
1_Acyl_sn_glycero_3_phosphoethanolamine_hexadec_9_enoyl	
1_Acyl_sn_glycero_3_phosphoethanolamine_hexadecanoyl	
1_Acyl_sn_glycero_3_phosphoethanolamine_tetradec_7_enoyl	
1_Acyl_sn_glycero_3_phosphoethanolamine_tetradecanoyl	
1_Acyl_sn_glycero_3_phosphoglycerol_dodecanoyl	
1_Acyl_sn_glycero_3_phosphoglycerol_hexadec_9_enoyl	
1_Acyl_sn_glycero_3_phosphoglycerol_hexadecanoyl	
1_Acyl_sn_glycero_3_phosphoglycerol_octadec_11_enoyl	
1_Acyl_sn_glycero_3_phosphoglycerol_octadecanoyl	
1_Acyl_sn_glycero_3_phosphoglycerol_tetradec_7_enoyl	
1_Acyl_sn_glycero_3_phosphoglycerol_tetradecanoyl	
1_Alkenyl_2_acylglycerol	
1_Alkyl_2_acylglycerol	
1_Alkyl_2_acylglycerophosphoethanolamine	
1_Aminopropan_2_ol	
1_Hydroxy_2_methyl_2_butenyl_4_diphosphate	
1_Hydroxy_2_naphthaldehyde	
1_Hydroxy_2_naphthoate	
1_Hydroxycyclohexan_1_ylacetyl_CoA	
1_Naphthaldehyde	
1_Naphthoic_acid	
1_Nitro_5_glutathionyl_6_hydroxy_5_6_dihydronaphthalene	
1_Nitro_5_hydroxy_6_glutathionyl_5_6_dihydronaphthalene	
1_Nitro_7_glutathionyl_8_hydroxy_7_8_dihydronaphthalene	
1_Nitro_7_hydroxy_8_glutathionyl_7_8_dihydronaphthalene	
1_Nitronaphthalene_5_6_oxide	
1_Nitronaphthalene_7_8_oxide	
1_O_Sinapoyl_beta_D_glucose	
1_Phosphatidyl_1D_myo_inositol_3_4_bisphosphate	
1_Phosphatidyl_1D_myo_inositol_3_phosphate	
1_Pyrroline_4_hydroxy_2_carboxylate	
1_Pyrroline_5_carboxylate	
1_anteisoheptadecanoyl_sn_glycerol_3_phosphate	
1_deoxy_D_xylulose5_phosphate	
1_dodecanoyl_sn_glycerol_3_phosphate	
1_hexadec_9_enoyl_sn_glycerol_3_phosphate	
1_hexadecanoyl_sn_glycerol_3_phosphate	
1_isoheptadecanoyl_sn_glycerol_3_phosphate	
1_octadec_11_enoyl_sn_glycerol_3_phosphate	
1_octadecanoyl_sn_glycerol_3_phosphate	
1_tetradec_7_enoyl_sn_glycerol_3_phosphate	
1_tetradecanoyl_sn_glycerol_3_phosphate	
24_Methylenecycloartanol	
2E_Decenoyl_CoA	
2E_Decenoyl_acp	
2E_Dodecenoyl_CoA	
2E_Dodecenoyl_acp	
2E_Hexadecenoyl_CoA	
2E_Hexadecenoyl_acp	
2E_Hexenoyl_acp	
2E_Octadecenoyl_acp	
2E_Octenoyl_CoA	
2E_Octenoyl_acp	
2E_Tetradecenoyl_CoA	
2E_Tetradecenoyl_acp	
2_2_Dichloroacetaldehyde	
2_2_Dichlorooxirane	
2_3_Bis_O_geranylgeranylglycerol_1_phosphate	
2_3_Dihydro_2_S_glutathionyl_3_hydroxy_bromobenzene	
2_3_Dihydroxy_3_methylvalerate	
2_3_Dihydroxy_isovalerate	
2_5_Diamino_6_5_phosphoribosylamino_4_pyrimidineone	
2_5_Diamino_6_5_triphosphoryl_3_4_trihydroxy_2_oxopentyl__amino_4_oxopyrimidine	
2_5_Diaminohexanoate	
2_5_Diaminopyrimidine_nucleoside_triphosphate	
2_5_Dichloro_4_oxohex_2_enedioate	
2_5_Dioxopentanoate	
2_5_triphosphoribosyl_3_dephospho_CoA	
2_6_Dioxo_6_phenylhexa_3_enoate	
2_6_Dioxo_6_phenylhexanoate	
2_Acetamido_5_oxopentanoate	
2_Aceto_2_hydroxybutanoate	
2_Acyl_sn_glycero_3_phosphoethanolamine_dodecanoyl	
2_Acyl_sn_glycero_3_phosphoethanolamine_hexadec_9_enoyl	
2_Acyl_sn_glycero_3_phosphoethanolamine_n_C16_0	
2_Acyl_sn_glycero_3_phosphoethanolamine_n_C18_0	
2_Acyl_sn_glycero_3_phosphoethanolamine_octadec_11_enoyl	
2_Acyl_sn_glycero_3_phosphoethanolamine_tetradec_7_enoyl	
2_Acyl_sn_glycero_3_phosphoethanolamine_tetradecanoyl	
2_Acyl_sn_glycero_3_phosphoglycerol_dodecanoyl	
2_Acyl_sn_glycero_3_phosphoglycerol_hexadec_9_enoyl	
2_Acyl_sn_glycero_3_phosphoglycerol_hexadecanoyl	
2_Acyl_sn_glycero_3_phosphoglycerol_octadec_11_enoyl	
2_Acyl_sn_glycero_3_phosphoglycerol_octadecanoyl	
2_Acyl_sn_glycero_3_phosphoglycerol_tetradec_7_enoyl	
2_Acyl_sn_glycero_3_phosphoglycerol_tetradecanoyl	
2_Amino_3_oxo_4_phosphonooxybutyrate	
2_Amino_4_hydroxy_6_hydroxymethyl_7_8_dihydropteridinediphosphate	
2_Bromoacetaldehyde	
2_Bromomaleylacetate	
2_C_methyl_D_erythritol2_4_cyclodiphosphate	
2_C_methyl_D_erythritol4_phosphate	
2_Chloro_3_oxoadipate	
2_Chloromaleylacetate	
2_Dehydro_3_deoxy_D_galactonate_6_phosphate	
2_Dehydro_3_deoxy_L_pentonate	
2_Dehydropantoate	
2_Demethylmenaquinol_8	
2_Demethylmenaquinone_8	
2_Deoxy_D_glucose	
2_Deoxy_D_glucose_6_phosphate	
2_Hydroxy_3_oxoadipate	
2_Hydroxydaidzein	
2_Hydroxydihydrodaidzein	
2_Hydroxyethyl_ThPP	
2_Hydroxyhepta_2_4_dienedioate	
2_Hydroxyphenylacetate	
2_Isopropylmalate	
2_Isopropylmaleate	
2_Keto_3_deoxy_6_phosphogluconate	
2_Lysolecithin	
2_Methylacetoacetyl_CoA	
2_Methylbutyryl_CoA	
2_Naphthaldehyde	
2_Naphthoic_acid	
2_Octaprenyl_3_methyl_5_hydroxy_6_methoxy_1_4_benzoquinone	
2_Octaprenyl_3_methyl_6_methoxy_1_4_benzoquinone	
2_Octaprenyl_6_hydroxyphenol	
2_Octaprenyl_6_methoxy_1_4_benzoquinone	
2_Octaprenyl_6_methoxyphenol	
2_Octaprenylphenol	
2_Oxo_6_aminocaproate	
2_Oxobutyrate	
2_Oxoglutarate	
2_Oxohept_3_enedioate	
2_Oxopropanal	
2_Phospho_D_glycerate	
2_Phosphoglycolate	
2_S_Glutathionylacetyl_chloride	
2_S_Glutathionylacetyl_glutathione	
2_Succinyl_5_enolpyruvyl_6_hydroxy_3_cyclohexene_1_carboxylate	
2_dodecanoyl_sn_glycerol_3_phosphate	
2_hexadec_9_enoyl_sn_glycerol_3_phosphate	
2_hexadecanoyl_sn_glycerol_3_phosphate	
2_isopropyl_3_oxosuccinate	
2_methyl_3_hydroxy_butyryl_CoA	
2_methylbutyryl_ACP	
2_octadec_11_enoyl_sn_glycerol_3_phosphate	
2_octadecanoyl_sn_glycerol_3_phosphate	
2_phospho_4__cytidine5_diphospho_2_C_methyl_D_erythritol	
2_tetradec_7_enoyl_sn_glycerol_3_phosphate	
2_tetradecanoyl_sn_glycerol_3_phosphate	
3S_3_Hydroxyadipyl_CoA	
3S_Citryl_CoA	
3_4_Dihydro_3_hydroxy_4_S_glutathionyl_bromobenzene	
3_4_dihydroxy_2_butanone4_phosphate	
3_Amino_2_oxopropyl_phosphate	
3_Aminopropanal	
3_Dehydroshikimate	
3_Hydroxy_5_methylhex_4_enoyl_CoA	
3_Hydroxy_OPC4_CoA	
3_Hydroxy_OPC6_CoA	
3_Hydroxy_OPC8_CoA	
3_Hydroxyisobutyrate	
3_Hydroxypropanoyl_CoA	
3_Isopropylmalate	
3_Lysolecithin	
3_Methyl_2_oxobutanoate	
3_Methylsalicylaldehyde	
3_Methylsalicylate	
3_Octaprenyl_4_hydroxybenzoate	
3_Oxo_2_methylpropanoate	
3_Oxo_OPC4_CoA	
3_Oxo_OPC6_CoA	
3_Oxo_OPC8_CoA	
3_Oxoacyl_CoA	
3_Oxoadipate	
3_Oxoadipyl_CoA	
3_Oxodecanoyl_CoA	
3_Oxododecanoyl_CoA	
3_Oxohexanoyl_CoA	
3_Oxohexanoyl_acp	
3_Oxooctanoyl_CoA	
3_Oxooctodecanoyl_ACP	
3_Oxopalmitoyl_CoA	
3_Oxopropanoate	
3_Oxotetradecanoyl_CoA	
3_Phospho_D_erythronate	
3_Phosphoglycerate	
3_Phosphonooxypyruvate	
3_Sulfolactate	
3_oxodecanoyl_acp	
3_oxododecanoyl_acp	
3_oxohexadecanoyl_acp	
3_oxooctanoyl_acp	
3_oxotetradecanoyl_acp	
3_phosphoadenylylsulfate	
3_phosphoshikimate	
3alpha_7alpha_12alpha_24_Tetrahydroxy_5beta_cholestanoyl_CoA	
3alpha_7alpha_12alpha_Trihydroxy_5beta_24_oxocholestanoyl_CoA	
3alpha_7alpha_24_Trihydroxy_5beta_cholestanoyl_CoA	
3alpha_7alpha_Dihydroxy_5beta_24_oxocholestanoyl_CoA	
4_5_Dihydro_4_hydroxy_5_S_glutathionyl_benzoapyrene	
4_Amino_2_methyl_5_diphosphomethylpyrimidine	
4_Amino_5_phosphomethyl_2_methylpyrimidine	
4_Aminobutanal	
4_Coumarate	
4_Coumaroyl_CoA	
4_Glutathionyl_cyclophosphamide	
4_Guanidinobutanoate	
4_Hydroxy_2_oxoglutarate	
4_Hydroxy_2_oxohexanoate	
4_Hydroxy_2_oxovalerate	
4_Hydroxy_L_glutamate	
4_Hydroxy_L_threonine	
4_Hydroxy_benzylalcohol	
4_Hydroxybenzoate	
4_Hydroxymethylsalicylaldehyde	
4_Hydroxymethylsalicylate	
4_Hydroxyphenylacetaldehyde	
4_Imidazoleacetate	
4_Methyl_5__2_hydroxyethyl_thiazole	
4_Methyl_5__2_phosphoethyl_thiazole	
4_Nitrophenyl_phosphate	
4_O_beta_D_Glucosyl_4_hydroxycinnamate	
4_O_beta_D_Glucosyl_sinapate	
4_Oxobutanoate	
4_Phospho_L_aspartate	
4_Phosphoerythronate	
4_Phosphonooxy_threonine	
4__1_D_Ribitylamino_5_aminouracil	
4__cytidine5_diphospho_2_C_methyl_D_erythritol	
4_methyl_3_hydroxy_hexanoyl_ACP	
4_methyl_3_oxo_hexanoyl_ACP	
4_methyl_3_oxo_pentanoyl_ACP	
4_methyl_hexanoyl_ACP	
4_methyl_pentanoyl_ACP	
4_methyl_trans_hex_2_enoyl_ACP	
4_methyl_trans_pent_2_enoyl_ACP	
4_phosphopantothenate	
4a_Hydroxytetrahydrobiopterin	
5_10_Methenyltetrahydrofolate	
5_10_Methylenetetrahydrofolate	
5_2_Carboxyethyl_4_6_dihydroxypicolinate	
5_2_Formylethyl_4_6_dihydroxypicolinate	
5_Amino_6__5_phosphoribitylaminouracil	
5_Amino_6__5_phosphoribosylaminouracil	
5_Aminolevulinate	
5_Carboxy_2_oxohept_3_enedioate	
5_Dehydro_4_deoxy_D_glucarate	
5_Dehydroquinate	
5_Deoxy_5_fluorocytidine	
5_Deoxyadenosine	
5_FU	
5_Fluorouridine_monophosphate	
5_Formiminotetrahydrofolate	
5_Formyltetrahydrofolate	
5_Hydroxy_2_oxo_4_ureido_2_5_dihydro_1H_imidazole_5_carboxylate	
5_Hydroxy_L_tryptophan	
5_Hydroxyisourate	
5_Hydroxykynurenamine	
5_Hydroxykynurenine	
5_Methyl_3_oxo_4_hexenoyl_CoA	
5_Methylcytosine	
5_Methyltetrahydrofolate	
5_Methylthioadenosine	
5_O__1_Carboxyvinyl_3_phosphoshikimate	
5_Oxo_D_proline	
5_Oxoproline	
5_Phosphoribosyl_4_carboxy_5_aminoimidazole	
5_Phosphoribosylamine	
5_Phosphoribosylformylglycinamidine	
5_methyl_3_hydroxy_hexanoyl_ACP	
5_methyl_3_oxo_hexanoyl_ACP	
5_methyl_hexanoyl_ACP	
5_methyl_trans_hex_2_enoyl_ACP	
5_phosphomevalonate	
6_7_Dimethyl_8__1_D_ribityllumazine	
6_Lactoyl_5_6_7_8_tetrahydropterin	
6_Phospho_D_gluconate	
6_Pyruvoyltetrahydropterin	
6_hydroxymethyl_dihydropterin	
6_methyl_3_hydroxy_octanoyl_ACP	
6_methyl_3_oxo_heptanoyl_ACP	
6_methyl_3_oxo_octanoyl_ACP	
6_methyl_heptanoyl_ACP	
6_methyl_octanoyl_ACP	
6_methyl_trans_hept_2_enoyl_ACP	
6_methyl_trans_oct_2_enoyl_ACP	
6_phospho_D_glucono_1_5_lactone	
7_8_Dihydro_7_hydroxy_8_S_glutathionyl_benzoapyrene	
7_8_Dihydrobiopterin	
7_8_Dihydroneopterin_3_triphosphate	
7_methyl_3_hydroxy_octanoyl_ACP	
7_methyl_3_oxo_octanoyl_ACP	
7_methyl_octanoyl_ACP	
7_methyl_trans_oct_2_enoyl_ACP	
8_Amino_7_oxononanoate	
8_methyl_3_hydroxy_decanoyl_ACP	
8_methyl_3_oxo_decanoyl_ACP	
8_methyl_3_oxo_nonanoyl_ACP	
8_methyl_decanoyl_ACP	
8_methyl_nonanoyl_ACP	
8_methyl_trans_dec_2_enoyl_ACP	
8_methyl_trans_non_2_enoyl_ACP	
9_cis_Neoxanthin	
9_cis_Violaxanthin	
9_methyl_3_hydroxy_decanoyl_ACP	
9_methyl_3_oxo_decanoyl_ACP	
9_methyl_decanoyl_ACP	
9_methyl_trans_dec_2_enoyl_ACP	
ADP_D_glycero_D_manno_heptose	
ADP_L_glycero_D_manno_heptose	
ADP_aldose	
Acetoacetyl_ACP	
Acetoacetyl_CoA	
Acetyl_ACP	
Acetyl_CoA	
Acrylyl_CoA	
Adenosine_3_5_bisphosphate	
Adenosyl_cobinamide	
Adenosyl_cobinamide_phosphate	
Adenosyl_cobyrinate_diamide	
Adenosylcobinamide_GDP	
Adenosylcobyric_acid	
Ala_Ala	
Ala_Gln	
Ala_His	
Ala_Leu	
Allulose_6_phosphate	
Anteisoheptadecanoylcardiolipin_B_subtilis	
Apo_carboxylase	
Apo_propionyl_CoA_carboxylase_ATP_hydrolysing	
Aspulvinone_E	
Aspulvinone_H	
Bactoprenyl_diphosphate	
Benzoapyrene_4_5_oxide	
Benzoapyrene_7_8_diol	
Benzoylsuccinyl_CoA	
Benzyl_cyanide	
Biotinyl_5_AMP	
Bromobenzene_2_3_oxide	
Bromobenzene_3_4_oxide	
But_2_enoyl_acyl_carrier_protein	
Butyryl_ACP	
Butyryl_CoA	
CDP_1_2_dianteisoheptadecanoylglycerol	
CDP_1_2_dianteisopentadecanoylglycerol	
CDP_1_2_didodecanoylglycerol	
CDP_1_2_dihexadec_9_enoylglycerol	
CDP_1_2_dihexadecanoylglycerol	
CDP_1_2_diisoheptadecanoylglycerol	
CDP_1_2_diisohexadecanoylglycerol	
CDP_1_2_diisopentadecanoylglycerol	
CDP_1_2_diisotetradecanoylglycerol	
CDP_1_2_dioctadec_11_enoylglycerol	
CDP_1_2_dioctadecanoylglycerol	
CDP_1_2_ditetradec_7_enoylglycerol	
CDP_1_2_ditetradecanoylglycerol	
CDP_N_methylethanolamine	
CDP_glucose	
CMP_KDO	
CMP_N_acetylneuraminate	
Ca2_plus	
Caffeoyl_CoA	
Carboxybiotin_carboxyl_carrier_protein	
Cd2_plus	
Chloramphenicol_3_acetate	
Chloroacetyl_chloride	
Chlorophyll_a	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(C4=O)C(=O)OC)C)C.[Mg+2]
Cl	ClCl
Co2_plus	
CobIyrinate_diamide	
Cobalt_precorrin_3	
Cobalt_precorrin_4	
Cobalt_precorrin_5	
Cobalt_precorrin_5B	
Crotonyl_CoA	
Cu2_plus	
Cyanidin_3_O_beta_D_glucoside_5_O_6_coumaroyl_beta_D_glucoside	
Cyanidin_3_glucoside_5_caffeoylglucoside	
Cyanuric_acid	
Cys_Gly	
Cytochrome_c2_plus	
Cytochrome_c3_plus	
DNA_replication	
D_Alanine	
D_Arabinose	
D_Erythritol_4_phosphate	
D_Erythrose4_phosphate	
D_Fructose	
D_Fructose_2_6_bisphosphate	
D_Galactosyl_1_3_beta_D_galactosyl_1_4_beta_D_glucosyl_R	
D_Galactosyl_1_4_beta_D_glucosyl_R	
D_Galacturonate	
D_Galacturonate_1_phosphate	
D_Glucosamine1_phosphate	
D_Glucosamine_phosphate	
D_Glucose	
D_Glutamate	
D_Glyceraldehyde	
D_Glycero_D_manno_heptose1_7_bisphosphate	
D_Glycero_D_manno_heptose1_phosphate	
D_Glycero_D_manno_heptose7_phosphate	
D_Lactate	
D_Lysine	
D_Lyxulose	
D_Mannose1_phosphate	
D_Mucic_acid	
D_Ribose	
D_Ribulose	
D_Ribulose5_phosphate	
D_Ribulose_1_5_bisphosphate	
D_Tagatose_1_6_biphosphate	
D_Tagatose_6_phosphate	
D_Xylulose5_phosphate	
D_erythro_3_Methylmalate	
D_erythro_imidazol_glycerol_phosphate	
D_fructose_1_6_bisphosphate	
D_fructose_1_phosphate	
D_fructose_6_phosphate	
D_glucose_6_phosphate	
D_mannose_6_phosphate	
D_methylmalonyl_CoA	
Deamido_NAD	
Decanoyl_ACP	
Delphinidin_3_O_beta_D_glucoside_5_O_6_coumaroyl_beta_D_glucoside	
Delphinidin_3_glucoside_5_caffoyl_glucoside	
Deoxylimononic_acid_D_ring_lactone	
Dephospho_CoA	
Divinyl_chlorophyllide_a	
Dodecanoyl_ACP	
Dolichyl_phosphate	
Dolichyl_phosphate_D_mannose	
E_Cinnamate	
Fe2_plus	
Formamidopyrimidine_nucleoside_triphosphate	
GDP_4_dehydro_D_rhamnose	
GDP_L_fucose	
GDP_L_galactose	
GDP_L_gulose	
GDP_mannose	
Geranic_acid	
Geranylgeranyl_diphosphate	
Glucose_1_phosphate	
Glutathione_episulfonium_ion	
Gly_Cys	
Gly_Gln	
Gly_Leu	
Gly_Met	
Gly_Phe	
Gly_Tyr	
Glyceraldehyde3_phosphate	
Glycerol_3_phosphate	
Glycerone_phosphate	
Guanidinoethyl_methyl_phosphate	
Guanosine_3_5_bisdiphosphate	
Guanosine_5_triphosphate_3_diphosphate	
HMG_CoA	
H_plus	
Hexadecenoyl_CoA	
Hexanoyl_ACP	
Hg2_plus	
Holo_carboxylase	
Holo_propionyl_CoA_carboxylase_ATP_hydrolysing	
Hydroxymethylphenylsuccinyl_CoA	
Imidazole_acetaldehyde	
Indoleglycerol_phosphate	
Inositol_1_phosphate	
Inositol_3_4_bisphosphate	
Inositol_3_phosphate	
Inositol_4_phosphate	
Isobutyryl_CoA	
Isoheptadecanoylcardiolipin_B_subtilis	
Isopentenyl_ADP	
Isopentenyl_ATP	
Isovaleryl_CoA	
KDO_lipid_IVA	
K_plus	
LL_2_6_Diaminopimelate	
L_2_Amino_6_oxopimelate	
L_2_Lysophosphatidylethanolamine	
L_Alanine	
L_Arabinose	
L_Arginine	
L_Argininosuccinate	
L_Asparagine	
L_Aspartate	
L_Aspartate4_semialdehyde	
L_Cysteate	
L_Cysteine	
L_Dopa	
L_Glutamate	
L_Glutamate1_semialdehyde	
L_Glutamate5_semialdehyde	
L_Glutamine	
L_Glutamyl_1_phosphate	
L_Glutamyl_5_phosphate	
L_Glutamyl_tRNA_Glu	
L_Histidinal	
L_Histidine	
L_Histidinol	
L_Homoserine	
L_Inositol	
L_Isoleucine	
L_Lactaldehyde	
L_Lactate	
L_Leucine	
L_Lysine	
L_Malate	
L_Methionine	
L_N2_2_Carboxyethylarginine	
L_Phenylalanine	
L_Proline	
L_Rhamnulose_1_phosphate	
L_Ribulose	
L_Serine	
L_Threonine	
L_Threonine_phosphate	
L_Tryptophan	
L_Tyrosine	
L_Valine	
L_Xylulose_1_phosphate	
L_alanylglycine	
L_beta_Leucine	
L_erythro_3_Methylmalyl_CoA	
L_histidinol_phosphate	
Lauroyl_KDO2_lipid_IVA	
Leachianone_G	
Lipid_A_disaccharide	
Lipid_IVA	
Lipid_X	
Lipoyl_AMP	
Malonyl_CoA	
Malonyl_acyl_carrierprotein	
Menaquinol_8	
Menaquinone_7	
Menaquinone_8	
Mesaconyl_CoA	
Methacrylyl_CoA	
Mevalonic_acid	
Mg_Protoporphyrin_IX_13_monomethyl_ester	
Mg_protoporphyrin_IX	
Mn2_plus	
MurAcoyl_L_Ala_D_gamma_Glu_L_Lys_D_Ala_D_Ala_diphospho__undecaprenol	
Myristic_acid	
Myristoyl_ACP	
Myristoyl_CoA	
N2_Acetyl_L_aminoadipate_semialdehyde	
N2_Acetyl_L_aminoadipyl_delta_phosphate	
N_5_phosphoribosyl_anthranilate	
N_Acetyl_D_glucosamine1_phosphate	
N_Acetyl_D_glucosamine_6_phosphate	
N_Acetyl_D_mannosamine	
N_Acetyl_L_citrulline	
N_Acetyl_L_glutamate	
N_Acetyl_beta_D_mannosaminyl_1_4_N_acetyl_D__glucosaminyldiphosphoundecaprenol	
N_Acetyl_beta_alanine	
N_Acetylmannosamine_6_phosphate	
N_Acetylornithine	
N_Carbamoyl_L_aspartate	
N_Cyclopropylammelide	
N_Cyclopropylammeline	
N_Formimino_L_glutamate	
N_Formyl_GAR	
N_Formyl_L_glutamate	
N_Methylethanolamine_phosphate	
N_Methylhexanamide	
N_Methylhydantoin	
N_Phosphoguanidinoethyl_methyl_phosphate	
N_Ribosylnicotinamide	
Na_plus	
Nicotinamide_ribonucleotide	
Nicotinate_D_ribonucleoside	
Nicotinate_ribonucleotide	
Nonaprenyl_4_hydroxybenzoate	
Nucleoside_phosphate	
O_Acetyl_L_homoserine	
O_Acetyl_L_serine	
O_D_Mannosylprotein	
O_Phospho_L_homoserine	
O_Phosphoviomycin	
O_Succinyl_L_homoserine	
Octadecenoyl_CoA	
Octanoyl_ACP	
Octodecanoyl_ACP	
Orotidylic_acid	
Oxalyl_CoA	
Oxidized_glutathione	
Palmitoyl_CoA	
Pelargonidin_3_O_beta_D_glucoside_5_O_6_coumaroyl_beta_D_glucoside	
Pelargonidin_3_glucoside_5_caffeoylglucoside	
Peptidoglycan_polymer_n_1_subunits	
Peptidoglycan_polymer_n_subunits	
Phosphatidylglycerol_dioctadecanoyl	
Phosphatidylglycerophosphate_didodecanoyl	
Phosphatidylglycerophosphate_dihexadec_9_enoyl	
Phosphatidylglycerophosphate_dihexadecanoyl	
Phosphatidylglycerophosphate_dioctadec_11_enoyl	
Phosphatidylglycerophosphate_dioctadecanoyl	
Phosphatidylglycerophosphate_ditetradec_7_enoyl	
Phosphatidylglycerophosphate_ditetradecanoyl	
Phosphoenol_4_deoxy_3_tetrulosonate	
Phospholipid_methylene_fatty_acid	
Phospholipid_olefinic_fatty_acid	
Phosphoribosyl_AMP	
Phosphoribosyl_ATP	
Phytyl_diphosphate	
Pimeloyl_CoA	
Precorrin_1	
Precorrin_2	
Precorrin_3B	
